County,MedianHouseholdIncome,TotalPopulation,PopAbove20,Citizens,MedianAge,PctMale,PctWhite,PctCollegePlusEdu,PctUninsured,PctForeignBorn,PctNonCitizen,PctDisability,PctUnemployed,PctSSI,PctOASDI,MedianHousingCosts,PctReligious,WoodardAmericanNation,LandAreaSqMiles,NCHS_UrbanRural2013,NCHS_UrbanRural2006,NCHS_UrbanRural1990,State,FoundryCounty,MexicanBorderCounty,,,,Male,Female,Age0_4,Age5_9,Age10_14,Age15_19,Age20_24,Age25_34,Age35_44,Age45_54,Age55_59,Age60_64,Age65_74,Age75_84,Age85,White,Black,AmericanIndianAlaskaNative,Asian,NativeHawaiianPacificIslander,OtherRace,Hispanic,SimpsonDiversityIndex,Population25Plus,EdK8,Ed9_12,EdHS,EdCollNoDegree,EdAssocDegree,EdBachelorDegree,EdGraduateDegree,MedianHousingCosts,Uninsured,ForeignBorn,NonCitizen,Disability,TotalEmp2015,WoodardAmericanNation,LandAreaSqMiles,Employment,LaborForce,Unemployment,TotalSSI,AgedSSI,BlindDisabledSSI,OASDI,SSIPayments,NCHS_UrbanRural2013,NCHS_UrbanRural2006,NCHS_UrbanRural1990,TotalReligiousAdherents,EvangelicalAdherents,CatholicAdherents,MormonAdherents,State,FoundryCounty,MexicanBorderCounty
17121,42238,38665,28951,38485,41.7,49.0%,94.90%,18.40%,10.30%,1.00%,0.50%,17.70%,5.80%,3.10%,0.90%,633,0.631216863,Greater Appalachia,572.3741939,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",17,FALSE,FALSE,,,,18929,19736,2448,2660,2256,2350,2377,4394,4456,5366,2776,2617,3736,2115,1114,36694,1977,224,323,0,232,662,0.132195384,26574,1331,1956,9410,6774,3263,2544,1296,633,3979,402,180,6846,19650,Greater Appalachia,572.3741939,17134,18185,1051,1200,51,1149,367,627000,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",24406,13916,2543,435,17,FALSE,FALSE
17123,53423,12173,9409,12067,45.9,49.3%,97.50%,19.80%,6.30%,1.90%,0.90%,12.10%,6.00%,1.20%,0.20%,689,0.537090282,Midlands,386.7924595,Medium metro,Medium metro,"Without a city of 10,00 or more (nonmetropolitan)",17,FALSE,FALSE,,,,6004,6169,657,693,688,726,696,1168,1331,1742,927,934,1367,803,441,11868,79,68,66,40,155,375,0.065095518,8713,206,524,3507,2061,951,1083,381,689,765,234,106,1478,4692,Midlands,386.7924595,5340,5680,340,141,NA,NA,29,92000,Medium metro,Medium metro,"Without a city of 10,00 or more (nonmetropolitan)",6538,1328,2282,NA,17,FALSE,FALSE
17125,41567,14126,10802,14081,44.7,49.5%,98.40%,16.30%,8.30%,0.80%,0.30%,15.60%,6.20%,2.00%,0.60%,614,0.46580773,Greater Appalachia,539.2376483,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",17,FALSE,FALSE,,,,6994,7132,675,775,981,893,755,1393,1638,2099,1101,978,1497,945,396,13901,262,26,76,9,2,83,0.051476835,10047,397,881,4149,2321,882,967,450,614,1168,116,45,2197,5274,Greater Appalachia,539.2376483,6224,6633,409,281,NA,NA,89,156000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",6580,3134,685,94,17,FALSE,FALSE
17127,40977,15016,11392,14964,43.7,48.2%,93.30%,17.60%,10.90%,1.00%,0.30%,20.80%,6.20%,3.20%,1.30%,655,0.684869473,Greater Appalachia,237.2176151,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",17,FALSE,FALSE,,,,7244,7772,805,946,1096,777,794,1535,1889,2145,1142,928,1552,1017,390,14014,1154,16,101,0,124,379,0.167149556,10598,592,1300,3358,2702,1087,1172,387,655,1634,148,52,3129,5326,Greater Appalachia,237.2176151,5732,6110,378,479,26,453,188,246000,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",10284,7724,300,NA,17,FALSE,FALSE
17129,60486,12611,9454,12601,42.5,48.8%,98.10%,22.80%,5.50%,0.40%,0.10%,12.40%,4.20%,1.20%,0.30%,823,0.456585521,Greater Appalachia,314.4374311,Small metro,Small metro,Small metro,17,FALSE,FALSE,,,,6158,6453,704,789,862,802,637,1264,1506,1933,975,947,1245,645,302,12371,212,47,71,24,19,164,0.057353553,8817,141,533,3278,1986,839,1480,560,823,694,48,10,1565,3817,Greater Appalachia,314.4374311,6568,6856,288,156,NA,NA,44,98000,Small metro,Small metro,Small metro,5758,3034,954,NA,17,FALSE,FALSE
17131,54757,16107,12204,16066,44.3,49.6%,98.20%,17.60%,5.10%,0.60%,0.30%,12.40%,5.40%,1.10%,0.40%,669,0.459303408,Midlands,561.1996352,Medium metro,Medium metro,"Without a city of 10,00 or more (nonmetropolitan)",17,FALSE,FALSE,,,,7994,8113,825,976,1121,981,827,1570,1878,2378,1147,1202,1760,1045,397,15825,159,55,92,0,132,344,0.052934348,11377,220,724,4771,2824,1056,1202,580,669,828,99,41,2003,5635,Midlands,561.1996352,7648,8086,438,170,NA,NA,61,97000,Medium metro,Medium metro,"Without a city of 10,00 or more (nonmetropolitan)",7398,968,1521,NA,17,FALSE,FALSE
17133,70859,33539,25026,33439,42.1,49.1%,98.60%,25.40%,4.50%,1.50%,0.30%,9.90%,3.70%,0.50%,0.20%,1091,0.628164227,Greater Appalachia,385.0168,Large fringe metro,Large fringe metro,Large fringe metro,17,FALSE,FALSE,,,,16452,17087,1659,1851,2789,2214,1662,3662,4250,5507,2738,2039,2689,1710,769,33055,202,150,379,0,35,515,0.04460235,23364,451,960,7865,5583,2086,4409,2010,1091,1518,489,100,3337,12735,Greater Appalachia,385.0168,17851,18538,687,165,NA,NA,62,82000,Large fringe metro,Large fringe metro,Large fringe metro,21068,7306,9218,216,17,FALSE,FALSE
17135,46966,29348,22615,29270,42.2,52.1%,90.10%,15.40%,4.80%,0.80%,0.30%,11.30%,6.20%,2.30%,0.80%,636,0.475160147,Greater Appalachia,703.6864794,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",17,FALSE,FALSE,,,,15282,14066,1525,1764,1653,1791,1729,3667,3614,4162,2319,1768,2665,1869,822,26441,2686,125,247,11,134,483,0.196105452,20886,986,2033,8707,4637,1818,1718,987,636,1403,249,78,3306,12859,Greater Appalachia,703.6864794,11303,12055,752,664,25,639,222,348000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",13945,7424,2050,350,17,FALSE,FALSE
17137,45978,35129,26589,34820,41,50.6%,93.20%,19.70%,7.60%,1.60%,0.90%,13.20%,4.40%,2.50%,0.90%,683,0.490022489,Greater Appalachia,568.803718,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",17,FALSE,FALSE,,,,17761,17368,1853,1774,2282,2631,2501,4190,4027,4837,2550,2187,3379,1895,1023,32756,2650,147,260,12,71,798,0.161774695,24088,778,1495,9983,4914,1551,3368,1999,683,2682,568,309,4648,19306,Greater Appalachia,568.803718,16734,17498,764,876,30,846,315,469000,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",17214,5851,4495,436,17,FALSE,FALSE
17139,49681,14927,10971,14842,41,48.9%,99.30%,17.20%,12.10%,1.10%,0.60%,11.10%,4.30%,1.10%,0.40%,709,0.528170429,Greater Appalachia,335.9432078,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",17,FALSE,FALSE,,,,7301,7626,911,1016,1082,947,785,1773,1678,1989,1149,822,1389,973,413,14823,123,65,48,0,9,180,0.032159123,10186,916,678,3755,2268,971,1088,510,709,1812,159,85,1657,6539,Greater Appalachia,335.9432078,7150,7470,320,162,NA,NA,59,74000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",7884,5148,396,NA,17,FALSE,FALSE
17141,54849,52397,38937,50603,41.5,49.8%,96.80%,19.90%,8.10%,5.60%,3.40%,11.80%,5.20%,1.10%,0.30%,856,0.418039201,Yankeedom,758.5775913,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),Medium metro,17,FALSE,FALSE,,,,26103,26294,2747,3529,3711,3473,3028,5471,6620,8025,3857,3128,4892,2762,1154,50710,990,268,361,75,979,4919,0.096883864,35909,1389,2823,12114,9138,3332,4618,2495,856,4241,2959,1794,6194,23511,Yankeedom,758.5775913,25145,26525,1380,562,27,535,174,337000,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),Medium metro,21904,5464,7675,246,17,FALSE,FALSE
17143,51147,187112,137281,181391,36.8,48.4%,76.70%,25.80%,8.40%,5.40%,3.10%,11.00%,6.30%,2.70%,0.80%,786,0.541638163,Midlands,619.1895355,Medium metro,Medium metro,Medium metro,17,FALSE,FALSE,,,,90646,96466,12942,12492,11955,12442,13245,25897,22665,24020,12953,11024,15017,8273,4187,143607,37182,1500,7812,296,3144,8185,0.41057581,124036,3335,8874,35416,28177,12030,22634,13570,786,15706,10096,5721,20664,123773,Midlands,619.1895355,83746,89343,5597,5027,200,4827,1498,2864000,Medium metro,Medium metro,Medium metro,101347,30685,26165,882,17,FALSE,FALSE
17145,42478,21810,16889,21763,40.8,53.1%,89.40%,16.50%,8.40%,1.20%,0.20%,14.20%,6.50%,2.00%,0.70%,566,0.591930307,Greater Appalachia,441.7727324,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",17,FALSE,FALSE,,,,11572,10238,1042,1146,1400,1333,1572,2862,2890,3058,1510,1342,2008,1123,524,19496,2244,148,140,124,131,492,0.224212087,15317,549,1612,5874,3686,1543,1436,617,566,1831,268,47,3098,7404,Greater Appalachia,441.7727324,8199,8772,573,436,18,418,145,247000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",12910,7340,3029,NA,17,FALSE,FALSE
17147,66261,16495,12376,16419,43.3,49.5%,99.40%,25.90%,5.30%,0.60%,0.50%,10.30%,4.50%,0.70%,0.20%,821,0.395938163,Greater Appalachia,439.1700069,Small metro,Small metro,"Without a city of 10,00 or more (nonmetropolitan)",17,FALSE,FALSE,,,,8171,8324,874,1096,1063,1086,809,1725,1984,2528,1319,1080,1607,998,326,16391,121,213,22,3,79,178,0.05113996,11567,203,437,4019,2630,1089,2075,1114,821,874,105,76,1695,5834,Greater Appalachia,439.1700069,8341,8733,392,109,NA,NA,34,59000,Small metro,Small metro,"Without a city of 10,00 or more (nonmetropolitan)",6531,2262,761,NA,17,FALSE,FALSE
17149,40588,16144,12187,16086,42.6,49.9%,97.80%,14.90%,10.00%,0.50%,0.40%,15.20%,4.40%,2.20%,0.90%,565,0.417926165,Greater Appalachia,831.4006022,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",17,FALSE,FALSE,,,,8053,8091,898,1046,1040,973,940,1777,1872,2171,1179,1080,1611,1025,532,15782,235,218,68,0,16,197,0.064325874,11247,496,910,4834,2595,698,1297,417,565,1607,88,58,2454,7151,Greater Appalachia,831.4006022,7450,7790,340,354,15,339,140,189000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",6747,4383,364,103,17,FALSE,FALSE
17151,39223,4331,3461,4326,47.7,51.8%,94.30%,19.60%,6.50%,1.00%,0.10%,20.40%,6.50%,2.30%,1.00%,559,0.278457631,Greater Appalachia,368.7699057,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",17,FALSE,FALSE,,,,2242,2089,164,198,204,304,313,388,420,607,367,353,611,316,86,4086,178,33,28,0,41,78,0.122302349,3148,153,297,1016,831,375,307,169,559,281,44,5,882,1338,Greater Appalachia,368.7699057,1676,1793,117,99,NA,NA,45,53000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",1206,1105,NA,NA,17,FALSE,FALSE
17153,31980,5871,4326,5836,43.5,48.9%,67.20%,14.10%,9.90%,1.10%,0.60%,24.20%,8.40%,4.90%,2.00%,485,0.751490376,Greater Appalachia,199.1852637,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",17,FALSE,FALSE,,,,2868,3003,306,354,477,408,272,579,621,798,527,383,631,345,170,3947,1971,28,23,0,25,107,0.458206176,4054,229,561,1440,997,355,342,130,485,584,62,35,1423,2464,Greater Appalachia,199.1852637,1882,2055,173,286,14,272,116,152000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",4412,3330,386,NA,17,FALSE,FALSE
17155,56358,5822,4495,5745,46,50.5%,99.10%,16.80%,8.50%,2.60%,1.30%,12.30%,4.90%,0.70%,0.20%,726,0.350738578,Midlands,160.1605265,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",17,FALSE,FALSE,,,,2942,2880,309,343,346,329,295,609,592,894,569,405,667,305,159,5771,88,18,15,0,27,279,0.049125719,4200,82,328,1793,1017,456,345,179,726,493,150,77,715,2545,Midlands,160.1605265,2914,3064,150,43,NA,NA,13,21000,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",2042,67,1065,NA,17,FALSE,FALSE
17157,48158,33069,26005,32963,41.7,54.1%,88.80%,14.20%,7.20%,0.90%,0.30%,14.10%,4.80%,1.60%,0.60%,614,0.677462276,Greater Appalachia,575.5030557,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",17,FALSE,FALSE,,,,17902,15167,1642,1719,1932,1771,1964,4410,4333,5122,2468,2073,2991,1759,885,29381,3523,111,168,30,191,937,0.215171844,24041,1083,2598,10191,5468,1823,2093,785,614,2391,283,106,4662,16008,Greater Appalachia,575.5030557,13729,14428,699,514,15,499,182,298000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",22403,9741,7381,135,17,FALSE,FALSE
17159,44127,16127,12194,16034,42.4,49.7%,98.80%,23.80%,8.70%,1.20%,0.60%,16.50%,5.80%,2.80%,1.10%,524,0.561604762,Greater Appalachia,360.0188763,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",17,FALSE,FALSE,,,,8015,8112,1003,998,1041,891,951,1775,1816,2282,1059,1148,1539,1052,572,15928,157,108,79,88,15,236,0.053661835,11243,534,774,3747,2353,1486,1752,597,524,1401,195,93,2668,9512,Greater Appalachia,360.0188763,6787,7203,416,448,21,427,177,238000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",9057,3899,2692,375,17,FALSE,FALSE
17161,48817,147161,110330,139753,40,49.2%,85.00%,21.40%,8.70%,7.90%,5.00%,12.80%,6.40%,1.90%,0.60%,757,0.428700539,Midlands,427.4596755,Medium metro,Medium metro,Medium metro,17,FALSE,FALSE,,,,72422,74739,9406,8980,9149,9296,9472,18530,17239,19522,10728,9630,13515,7793,3901,125083,16365,1260,4021,231,5190,18061,0.310644672,100858,4006,7984,32084,25260,9371,14595,7558,757,12873,11594,7408,18776,89987,Midlands,427.4596755,66413,70952,4539,2761,177,2584,897,1576000,Medium metro,Medium metro,Medium metro,63088,18447,18258,1201,17,FALSE,FALSE
17163,49895,267029,195398,263954,37.7,48.2%,67.50%,24.40%,9.80%,2.60%,1.20%,12.30%,5.60%,3.00%,0.80%,876,0.51005696,Greater Appalachia,657.7789621,Large fringe metro,Large fringe metro,Large fringe metro,17,FALSE,FALSE,,,,128729,138300,17268,18572,17951,17840,17803,34885,33858,38643,18575,15718,19435,11739,4742,180216,84218,2232,5220,296,2558,9849,0.475248352,177595,5249,11892,49918,45419,18952,28473,17692,876,26136,6981,3075,32934,127392,Greater Appalachia,657.7789621,122782,130030,7248,8116,301,7815,2214,4690000,Large fringe metro,Large fringe metro,Large fringe metro,136200,46903,46372,2129,17,FALSE,FALSE
17165,38258,24783,18789,24659,42.4,48.6%,95.10%,17.70%,10.30%,1.00%,0.50%,20.70%,7.10%,4.40%,1.50%,540,0.628979542,Greater Appalachia,379.8266985,Noncore (nonmetropolitan),Micropolitan (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",17,FALSE,FALSE,,,,12036,12747,1447,1467,1472,1608,1579,2895,2703,3444,1656,1833,2496,1511,672,23581,1257,284,225,3,18,391,0.133264148,17210,741,1707,5701,4672,1985,1682,722,540,2541,256,124,5130,12448,Greater Appalachia,379.8266985,9648,10385,737,1091,43,1048,364,595000,Noncore (nonmetropolitan),Micropolitan (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",15588,12672,847,240,17,FALSE,FALSE
17167,56167,199016,148364,195863,39.7,48.0%,84.70%,28.20%,7.20%,3.10%,1.60%,13.60%,4.50%,2.30%,0.70%,837,0.543051815,Greater Appalachia,868.3018604,Small metro,Small metro,Small metro,17,FALSE,FALSE,,,,95552,103464,12038,12832,13291,12491,12409,25547,24479,28498,14085,13485,16436,9025,4400,168641,27291,1319,4539,117,1834,4205,0.296313489,135955,2836,7893,38177,30867,10783,28434,16965,837,14316,6247,3153,27151,126472,Greater Appalachia,868.3018604,101076,105845,4769,4586,172,4414,1407,2672000,Small metro,Small metro,Small metro,108076,42075,31734,1345,17,FALSE,FALSE
17169,47723,7311,5762,7236,44.7,53.3%,95.20%,19.70%,17.10%,1.30%,1.00%,16.20%,4.50%,1.20%,0.40%,584,0.42251402,Greater Appalachia,437.272933,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",17,FALSE,FALSE,,,,3894,3417,319,363,459,408,353,780,998,1154,568,517,719,450,223,6963,332,70,8,0,0,32,0.106005377,5409,241,429,2108,1193,576,557,305,584,1247,96,75,1186,3373,Greater Appalachia,437.272933,3437,3600,163,85,NA,NA,27,48000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",3089,1310,213,NA,17,FALSE,FALSE
17171,47222,5198,3911,5182,43.5,48.7%,99.50%,12.50%,8.30%,0.40%,0.30%,11.50%,4.40%,1.30%,0.40%,588,0.649672951,Greater Appalachia,250.9128263,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",17,FALSE,FALSE,,,,2530,2668,242,319,415,311,274,524,613,814,388,336,495,310,157,5170,9,25,37,0,8,73,0.029796819,3637,110,225,1796,854,219,323,110,588,433,23,16,600,1981,Greater Appalachia,250.9128263,2512,2627,115,66,NA,NA,22,35000,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",3377,1786,141,NA,17,FALSE,FALSE
17173,47850,22115,16840,22063,44.4,49.8%,98.90%,17.90%,8.50%,0.40%,0.20%,12.80%,5.60%,1.50%,0.60%,599,0.523445625,Greater Appalachia,758.5355908,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",17,FALSE,FALSE,,,,11012,11103,1195,1441,1265,1374,1170,2353,2496,3202,1548,1636,2385,1232,818,21864,150,88,85,0,14,202,0.030052158,15670,453,841,7128,3281,1627,1715,625,599,1879,92,52,2829,8585,Greater Appalachia,758.5355908,9571,10144,573,334,13,321,126,180000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",11576,6216,2635,NA,17,FALSE,FALSE
17175,50085,5859,4469,5845,45.9,49.3%,98.70%,20.80%,8.30%,0.80%,0.20%,16.20%,6.50%,1.40%,0.50%,584,0.374466633,Midlands,288.0791182,Medium metro,Medium metro,"Without a city of 10,00 or more (nonmetropolitan)",17,FALSE,FALSE,,,,2891,2968,304,369,333,384,292,513,650,797,418,432,707,403,257,5782,62,31,35,0,12,65,0.046546395,4177,150,329,1621,859,483,551,184,584,485,44,14,950,2370,Midlands,288.0791182,2600,2780,180,83,NA,NA,27,42000,Medium metro,Medium metro,"Without a city of 10,00 or more (nonmetropolitan)",2194,622,533,NA,17,FALSE,FALSE
17177,45331,46625,35504,46236,44.3,48.4%,88.70%,19.60%,8.10%,1.90%,0.80%,14.00%,5.40%,2.40%,0.70%,690,0.698766756,Yankeedom,564.5491606,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",17,FALSE,FALSE,,,,22568,24057,2579,2606,3193,2743,2730,4662,5215,6659,3306,3516,4768,3115,1533,41358,5240,241,544,79,470,1544,0.243290267,32774,867,2248,11584,8920,3231,3777,2147,690,3755,891,389,6541,23863,Yankeedom,564.5491606,20520,21685,1165,1141,40,1101,342,744000,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",32580,17640,5251,268,17,FALSE,FALSE
17179,58194,135697,101355,134802,40.5,49.4%,97.30%,24.30%,6.80%,1.90%,0.70%,10.80%,5.80%,1.30%,0.40%,812,0.434526924,Greater Appalachia,646.8856198,Medium metro,Medium metro,Medium metro,17,FALSE,FALSE,,,,66990,68707,8241,8912,8961,8228,7253,17016,17565,18845,9867,8358,11876,7578,2997,132007,2481,807,1553,50,714,2941,0.079288104,94102,1758,5085,31165,23058,9495,16482,7059,812,9275,2526,895,14667,72041,Greater Appalachia,646.8856198,62742,66579,3837,1820,68,1752,602,977000,Medium metro,Medium metro,Medium metro,58964,31756,10650,1000,17,FALSE,FALSE
17181,42606,17551,13507,17298,43.6,49.8%,96.10%,21.50%,9.90%,2.80%,1.40%,17.40%,6.40%,3.60%,1.30%,598,0.662754259,Greater Appalachia,413.4597896,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",17,FALSE,FALSE,,,,8746,8805,960,1160,963,961,1027,1993,2034,2513,1288,1244,1915,1018,475,16873,410,81,96,59,334,884,0.105834428,12480,918,987,3867,2931,1079,1618,1080,598,1735,486,253,3053,7082,Greater Appalachia,413.4597896,6853,7319,466,640,28,612,228,308000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",11632,9085,1200,NA,17,FALSE,FALSE
17183,42977,80368,58989,79464,40,49.6%,84.00%,16.40%,9.40%,1.90%,1.10%,15.00%,6.60%,3.50%,1.10%,622,0.381669321,Greater Appalachia,898.3684201,Small metro,Small metro,"With a city of 10,000 or more (nonmetropolitan)",17,FALSE,FALSE,,,,39901,40467,5380,5325,5389,5285,4750,9512,9320,10840,5823,5043,7509,4279,1913,67529,11703,624,776,118,764,3715,0.292844841,54239,2114,5036,22047,11868,5714,5196,2264,622,7553,1564,904,12041,37723,Greater Appalachia,898.3684201,33135,35487,2352,2789,78,2711,887,1572000,Small metro,Small metro,"With a city of 10,000 or more (nonmetropolitan)",30674,17200,3804,462,17,FALSE,FALSE
17185,47491,11652,8864,11451,42.7,48.8%,97.60%,23.20%,7.60%,2.20%,1.70%,17.70%,6.30%,1.60%,0.70%,613,0.565825609,Greater Appalachia,223.2537769,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",17,FALSE,FALSE,,,,5685,5967,656,681,745,706,751,1300,1275,1640,1041,684,1076,603,494,11376,145,78,146,25,20,184,0.068640234,8113,293,575,2610,1934,1434,927,340,613,883,252,201,2057,5596,Greater Appalachia,223.2537769,5382,5742,360,192,NA,NA,76,97000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",6593,2545,1984,NA,17,FALSE,FALSE
17187,43699,17701,12933,16831,40.2,48.6%,92.50%,20.10%,8.00%,6.20%,4.90%,12.70%,5.10%,1.60%,0.60%,625,0.445737529,Midlands,542.4053821,Noncore (nonmetropolitan),Micropolitan (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",17,FALSE,FALSE,,,,8601,9100,1096,991,1180,1501,1330,1836,1881,2359,1353,1011,1702,985,476,16368,556,186,319,0,505,1601,0.1648375,11603,477,942,4060,2566,1137,1773,648,625,1417,1101,870,2245,8617,Midlands,542.4053821,8262,8702,440,289,24,265,109,149000,Noncore (nonmetropolitan),Micropolitan (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",7890,2510,1369,NA,17,FALSE,FALSE
17189,53202,14457,11049,14394,42.6,50.1%,98.20%,23.20%,7.00%,0.90%,0.40%,12.20%,3.60%,1.00%,0.40%,679,0.717161237,Greater Appalachia,562.5732817,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",17,FALSE,FALSE,,,,7242,7215,718,994,793,903,783,1637,1766,2170,1196,884,1352,788,473,14201,149,101,77,0,93,232,0.056406674,10266,422,473,3588,2422,1213,1416,732,679,1009,129,63,1766,8877,Greater Appalachia,562.5732817,9237,9580,343,147,NA,NA,52,81000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",10368,3486,4301,NA,17,FALSE,FALSE
17191,44993,16555,12417,16483,42.4,49.5%,98.20%,19.50%,8.40%,1.00%,0.40%,16.70%,7.80%,1.70%,0.60%,553,0.558743582,Greater Appalachia,713.8139893,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",17,FALSE,FALSE,,,,8201,8354,1003,920,1155,1060,868,1814,1903,2253,1264,1035,1747,953,580,16261,158,57,271,0,11,97,0.058072981,11549,579,965,3977,2807,1629,1158,434,553,1398,160,72,2759,8410,Greater Appalachia,713.8139893,6820,7397,577,287,11,276,99,148000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",9250,7667,297,NA,17,FALSE,FALSE
