County,MedianHouseholdIncome,TotalPopulation,PopAbove20,Citizens,MedianAge,PctMale,PctWhite,PctCollegePlusEdu,PctUninsured,PctForeignBorn,PctNonCitizen,PctDisability,PctUnemployed,PctSSI,PctOASDI,MedianHousingCosts,PctReligious,WoodardAmericanNation,LandAreaSqMiles,NCHS_UrbanRural2013,NCHS_UrbanRural2006,NCHS_UrbanRural1990,State,FoundryCounty,MexicanBorderCounty,,,,Male,Female,Age0_4,Age5_9,Age10_14,Age15_19,Age20_24,Age25_34,Age35_44,Age45_54,Age55_59,Age60_64,Age65_74,Age75_84,Age85,White,Black,AmericanIndianAlaskaNative,Asian,NativeHawaiianPacificIslander,OtherRace,Hispanic,SimpsonDiversityIndex,Population25Plus,EdK8,Ed9_12,EdHS,EdCollNoDegree,EdAssocDegree,EdBachelorDegree,EdGraduateDegree,MedianHousingCosts,Uninsured,ForeignBorn,NonCitizen,Disability,TotalEmp2015,WoodardAmericanNation,LandAreaSqMiles,Employment,LaborForce,Unemployment,TotalSSI,AgedSSI,BlindDisabledSSI,OASDI,SSIPayments,NCHS_UrbanRural2013,NCHS_UrbanRural2006,NCHS_UrbanRural1990,TotalReligiousAdherents,EvangelicalAdherents,CatholicAdherents,MormonAdherents,State,FoundryCounty,MexicanBorderCounty
26111,54059,83624,62650,81417,40.9,49.2%,95.10%,29.20%,8.10%,3.90%,2.60%,13.20%,4.00%,1.90%,0.70%,811,0.465894958,Yankeedom,516.2571277,Small metro,Micropolitan (nonmetropolitan),Medium metro,26,TRUE,FALSE,,,,41115,42509,4375,5475,5311,5813,5354,9750,9955,12816,6616,4916,7022,4315,1906,79527,1599,861,2161,97,656,2004,0.121421539,57296,1070,2665,16952,12192,5822,11093,7502,811,6734,3241,2207,11012,48206,Yankeedom,516.2571277,39747,41413,1666,1605,65,1540,564,897000,Small metro,Micropolitan (nonmetropolitan),Medium metro,38960,14804,12271,879,26,TRUE,FALSE
26113,41098,14988,11150,14834,43,51.1%,98.10%,15.30%,11.70%,1.80%,1.00%,17.90%,4.60%,2.10%,0.90%,677,0.382639445,Yankeedom,564.7277661,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",26,TRUE,FALSE,,,,7658,7330,912,980,976,970,777,1641,1560,2161,1136,1064,1633,873,305,14697,135,192,87,1,51,372,0.060237068,10373,341,1049,4442,2241,942,915,443,677,1754,277,154,2682,5838,Yankeedom,564.7277661,6420,6732,312,310,10,300,131,170000,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",5735,3023,830,NA,26,TRUE,FALSE
26115,55653,150436,112541,149055,41.7,49.2%,96.10%,19.80%,7.40%,2.00%,0.90%,12.40%,4.60%,1.70%,0.60%,901,0.459477785,Yankeedom,549.4244433,Small metro,Small metro,Large fringe metro,26,TRUE,FALSE,,,,74065,76371,8316,9302,10251,10026,9204,16469,18538,23523,11856,10314,12882,7163,2592,144527,4537,1379,1259,20,1018,4989,0.10357467,103337,2542,7611,37390,25990,10619,12585,6600,901,11075,2964,1381,18703,58428,Yankeedom,549.4244433,75279,78902,3623,2572,100,2472,899,1428000,Small metro,Small metro,Large fringe metro,69122,24845,31981,566,26,TRUE,FALSE
26117,41584,63004,46862,62633,40,51.6%,96.30%,15.50%,10.90%,1.20%,0.60%,17.70%,4.30%,2.80%,1.00%,740,0.310408863,Yankeedom,705.3959877,Large fringe metro,Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",26,TRUE,FALSE,,,,32482,30522,3615,4137,4175,4215,3701,7742,7800,9320,4667,3849,5622,3137,1024,60661,1928,842,451,55,719,2067,0.118527432,43161,1577,3899,16836,11086,4104,3740,1919,740,6852,757,371,11152,23408,Yankeedom,705.3959877,27057,28273,1216,1759,50,1709,599,967000,Large fringe metro,Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",19557,7948,5258,610,26,TRUE,FALSE
26119,36250,9401,7821,9367,54.6,51.0%,98.70%,15.50%,12.80%,0.90%,0.40%,24.80%,8.30%,3.80%,1.70%,594,0.293160302,Yankeedom,546.6633553,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",26,TRUE,FALSE,,,,4798,4603,335,404,419,422,356,723,815,1308,1055,869,1538,802,355,9276,65,177,0,0,35,114,0.056748464,7465,332,749,3131,1797,657,504,295,594,1199,82,34,2334,3364,Yankeedom,546.6633553,2793,3045,252,358,19,339,157,182000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",2756,1452,764,NA,26,TRUE,FALSE
26121,42829,171483,126024,170219,39.1,49.6%,84.30%,19.10%,8.50%,1.50%,0.70%,15.00%,4.70%,3.70%,1.20%,719,0.30282302,Yankeedom,500.023464,Small metro,Small metro,Medium metro,26,TRUE,FALSE,,,,85094,86389,10685,11229,12011,11534,11133,21200,20808,24195,13077,10436,14086,7678,3411,144611,27091,3265,1599,149,1311,8888,0.316535319,114891,3317,9504,39955,29379,11788,14528,6420,719,14620,2643,1264,25680,80943,Yankeedom,500.023464,74662,78323,3661,6331,134,6197,2049,3577000,Small metro,Small metro,Medium metro,51929,18063,13687,394,26,TRUE,FALSE
26123,43693,48029,35605,47516,42.4,50.3%,95.80%,15.20%,10.10%,1.80%,1.10%,17.70%,4.10%,2.80%,1.00%,706,0.285827313,Yankeedom,815.6637639,Noncore (nonmetropolitan),Medium metro,"Without a city of 10,00 or more (nonmetropolitan)",26,TRUE,FALSE,,,,24156,23873,2817,3039,3352,3216,2715,5081,5408,7152,3538,3430,4814,2555,912,45990,849,698,303,6,998,2760,0.112485348,32890,1357,3246,13529,7465,2732,3068,1493,706,4833,860,513,8492,17900,Yankeedom,815.6637639,22144,23079,935,1327,37,1290,499,730000,Noncore (nonmetropolitan),Medium metro,"Without a city of 10,00 or more (nonmetropolitan)",13728,6971,3242,258,26,TRUE,FALSE
26125,67465,1229503,924821,1162912,40.8,48.6%,78.50%,36.20%,8.00%,11.80%,5.40%,11.40%,4.20%,1.80%,0.50%,1131,0.494163089,Yankeedom,867.4565322,Large fringe metro,Large fringe metro,Large fringe metro,26,TRUE,FALSE,,,,597097,632406,68151,75183,80706,80642,70312,150151,162275,191285,92380,79230,101503,52414,25271,965024,186926,12988,87217,1211,10844,45569,0.390507576,854509,18540,39031,171493,180180,65606,217256,162403,1131,98922,145258,66591,140413,963331,Yankeedom,867.4565322,624654,651990,27336,21801,3854,17947,5878,12560000,Large fringe metro,Large fringe metro,Large fringe metro,607575,155826,289116,4378,26,TRUE,FALSE
26127,41617,26229,19458,25101,42.3,50.6%,96.10%,18.00%,12.70%,5.70%,4.30%,17.60%,5.30%,3.00%,1.10%,684,0.365244577,Yankeedom,512.1381014,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",26,TRUE,FALSE,,,,13277,12952,1624,1758,1751,1638,1667,2581,2787,3768,1971,1833,2878,1371,602,25204,450,305,107,20,517,3737,0.101598612,17791,977,1634,6175,4295,1714,1893,1103,684,3319,1489,1128,4623,10892,Yankeedom,512.1381014,11545,12188,643,799,48,751,299,439000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",9580,1819,5084,217,26,TRUE,FALSE
26129,36063,21222,16757,21091,49,49.9%,98.00%,14.80%,10.90%,1.50%,0.60%,22.90%,6.20%,3.70%,1.50%,648,0.321458863,Yankeedom,563.4924724,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",26,TRUE,FALSE,,,,10593,10629,991,1098,1151,1225,1056,1910,2152,2972,1913,1693,2934,1590,537,20788,119,369,123,0,68,387,0.061890373,15701,538,1820,6415,3792,1304,1182,650,648,2307,315,131,4850,8660,Yankeedom,563.4924724,7836,8354,518,791,35,756,322,415000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",6822,2576,2839,139,26,TRUE,FALSE
26131,34459,6298,5326,6265,55.6,51.4%,97.70%,20.70%,12.90%,1.70%,0.50%,18.10%,6.90%,2.40%,1.00%,499,0.573197841,Yankeedom,1311.321007,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",26,TRUE,FALSE,,,,3239,3059,162,199,308,303,186,399,526,982,594,711,1147,568,213,6154,33,132,34,2,35,67,0.071989587,5140,126,318,2086,1308,527,555,220,499,815,105,33,1142,2212,Yankeedom,1311.321007,2075,2228,153,151,NA,NA,62,77000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",3610,812,1416,NA,26,TRUE,FALSE
26133,38999,23234,17153,23116,42.5,50.5%,98.00%,14.80%,13.70%,0.90%,0.50%,17.20%,4.80%,3.70%,1.30%,620,0.360204872,Yankeedom,566.4290828,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",26,TRUE,FALSE,,,,11728,11506,1334,1646,1497,1604,1206,2403,2581,3266,1778,1655,2453,1363,448,22772,329,321,116,6,47,365,0.067820164,15947,643,1273,7122,3470,1333,1391,715,620,3187,201,118,3999,9783,Yankeedom,566.4290828,9624,10112,488,860,31,829,311,487000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",8369,4028,1503,NA,26,TRUE,FALSE
26135,33021,8444,6644,8397,51.3,51.5%,98.30%,11.90%,17.20%,1.20%,0.60%,22.70%,5.70%,3.20%,1.30%,587,0.297726196,Yankeedom,565.7386163,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",26,TRUE,FALSE,,,,4346,4098,377,482,429,512,367,695,742,1171,785,726,1256,681,221,8303,55,177,16,16,56,106,0.072331872,6277,378,645,2550,1700,394,422,188,587,1455,103,47,1916,3007,Yankeedom,565.7386163,2765,2933,168,268,14,254,108,137000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",2514,1334,837,NA,26,TRUE,FALSE
26137,48917,24141,18315,23711,44.2,49.3%,97.80%,22.10%,10.10%,2.60%,1.80%,14.90%,5.00%,2.30%,0.80%,767,0.411416263,Yankeedom,514.9930257,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",26,TRUE,FALSE,,,,11911,12230,1354,1467,1391,1614,1330,2432,2698,3711,1883,1734,2572,1477,478,23610,279,421,199,0,141,366,0.08208359,16985,344,1028,6211,4058,1855,2300,1189,767,2439,621,430,3596,14588,Yankeedom,514.9930257,10694,11258,564,551,18,533,189,308000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",9932,2224,5800,223,26,TRUE,FALSE
26139,58989,273136,192392,264887,34.7,49.2%,92.10%,24.80%,6.50%,5.70%,3.00%,9.90%,3.10%,1.00%,0.30%,908,0.509584969,Yankeedom,563.5787515,Large fringe metro,Medium metro,Medium metro,26,TRUE,FALSE,,,,134515,138621,17637,18473,20595,24039,25129,31619,32532,36466,16977,14681,19400,10728,4860,251450,6803,2564,9225,163,9087,25204,0.186610419,167263,5588,8864,48363,36674,15718,34954,17102,908,17866,15682,8249,26984,160496,Yankeedom,563.5787515,150815,155567,4752,2677,163,2514,908,1438000,Large fringe metro,Medium metro,Medium metro,139186,71034,24710,1317,26,TRUE,FALSE
26141,41213,13037,10643,12978,53.2,49.9%,98.70%,19.90%,10.50%,1.10%,0.50%,19.30%,6.50%,2.90%,1.40%,580,0.631740431,Yankeedom,658.7164479,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",26,TRUE,FALSE,,,,6502,6535,472,569,648,705,516,947,1213,1797,1158,1322,1995,1286,409,12870,107,166,60,0,25,138,0.053148102,10127,387,822,4111,2215,878,1074,640,580,1374,138,59,2517,4962,Yankeedom,658.7164479,4896,5237,341,384,33,351,176,189000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",8236,3285,3872,NA,26,TRUE,FALSE
26143,35133,24068,19906,23879,54.4,49.8%,98.10%,18.30%,11.40%,1.70%,0.80%,25.10%,6.70%,4.00%,1.50%,610,0.243975403,Yankeedom,519.6366988,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",26,TRUE,FALSE,,,,11989,12079,871,981,1143,1167,912,1821,2017,3351,2458,2330,4137,2131,749,23601,175,514,100,21,34,332,0.067348114,18994,529,1719,7390,4962,1654,1731,1009,610,2751,413,189,6038,8250,Yankeedom,519.6366988,7240,7756,516,963,26,937,373,544000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",5872,1803,1956,107,26,TRUE,FALSE
26145,43042,196479,146550,194144,40.3,48.5%,78.10%,19.90%,8.70%,2.30%,1.20%,15.90%,4.40%,4.40%,1.30%,731,0.468579339,Yankeedom,800.4598875,Small metro,Small metro,Medium metro,26,TRUE,FALSE,,,,95216,101263,11373,12455,12000,14101,14415,22424,22424,27119,14919,12606,17838,10344,4461,153481,39991,2224,2917,133,4247,15862,0.388751381,132135,4480,11323,45171,31998,12433,17972,8758,731,17133,4535,2335,31207,108893,Yankeedom,800.4598875,85838,89828,3990,8577,243,8334,2560,5195000,Small metro,Small metro,Medium metro,92066,30990,35873,676,26,TRUE,FALSE
26147,49730,160429,120838,158491,42.8,49.6%,96.10%,19.60%,9.20%,2.80%,1.20%,16.30%,5.50%,2.20%,0.70%,840,0.383502983,Yankeedom,721.1852262,Large fringe metro,Large fringe metro,Large fringe metro,26,TRUE,FALSE,,,,79585,80844,8393,9980,10543,10675,9328,16740,19584,25804,12140,11389,14784,7800,3269,154123,5670,2387,1353,20,1707,4978,0.128680531,111510,2985,8628,39329,29198,11952,12299,7119,840,14777,4460,1938,26189,65437,Yankeedom,721.1852262,70500,74594,4094,3585,103,3482,1059,2126000,Large fringe metro,Large fringe metro,Large fringe metro,61525,15146,32248,530,26,TRUE,FALSE
26149,44449,61022,44030,59802,39.2,49.6%,94.20%,14.90%,10.90%,3.20%,2.00%,14.20%,3.90%,2.10%,0.70%,707,0.424830389,Yankeedom,500.6021145,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",26,TRUE,FALSE,,,,30279,30743,4118,4243,4414,4217,3432,7183,7086,8335,4163,4079,5427,3060,1265,57480,2214,642,618,23,1338,4390,0.147231194,40598,2198,3809,15794,9680,3148,3668,2301,707,6677,1941,1220,8652,29338,Yankeedom,500.6021145,28397,29558,1161,1294,43,1251,442,719000,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",25924,11175,9460,427,26,TRUE,FALSE
26151,41100,42014,31486,41818,44.2,49.6%,98.10%,14.90%,13.00%,1.20%,0.50%,16.60%,4.90%,2.40%,0.90%,658,0.421954587,Yankeedom,962.5703902,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",26,TRUE,FALSE,,,,20843,21171,2272,2642,2765,2849,2142,4126,4668,6208,3310,3049,4429,2512,1042,41197,388,494,252,6,353,1525,0.068403255,29344,1023,2546,13232,6286,2656,2298,1303,658,5480,520,196,6960,18282,Yankeedom,962.5703902,18212,19157,945,995,37,958,372,530000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",17728,5233,7460,122,26,TRUE,FALSE
26153,34118,8288,6567,8246,50,49.5%,91.80%,14.70%,11.60%,1.90%,0.50%,20.70%,6.90%,3.30%,1.40%,553,0.567326255,Yankeedom,1171.364668,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",26,TRUE,FALSE,,,,4102,4186,366,474,400,481,383,642,902,1210,704,810,1046,647,223,7610,82,821,162,0,26,75,0.225706018,6184,293,489,2897,1290,397,573,245,553,964,158,42,1717,3647,Yankeedom,1171.364668,2967,3187,220,276,24,252,112,140000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",4702,783,2750,NA,26,TRUE,FALSE
26155,48233,69113,51565,68859,41.5,49.4%,98.20%,18.10%,10.20%,1.00%,0.40%,15.30%,4.40%,2.50%,0.90%,775,0.339415161,Yankeedom,530.7788415,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",26,TRUE,FALSE,,,,34144,34969,3563,4210,4808,4967,4166,7500,8419,10678,5095,4686,6285,3349,1387,67876,770,709,442,130,278,1884,0.064966987,47399,1032,3248,17370,13213,5075,4881,2580,775,7067,696,254,10586,26381,Yankeedom,530.7788415,32108,33582,1474,1698,42,1656,589,948000,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",23458,9140,9009,397,26,TRUE,FALSE
26157,43768,54420,41242,54142,43.3,50.1%,97.80%,16.30%,9.90%,1.00%,0.50%,17.50%,4.90%,2.50%,0.80%,709,0.426221977,Yankeedom,803.3695901,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",26,TRUE,FALSE,,,,27243,27177,2775,3056,3642,3705,3108,5702,6405,8240,4294,3826,5579,3007,1081,53243,831,622,263,5,231,1726,0.069086428,38134,1313,2980,16004,8951,3602,3577,1707,709,5372,518,278,9498,19304,Yankeedom,803.3695901,23207,24390,1183,1387,37,1350,454,867000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",23195,13401,4756,172,26,TRUE,FALSE
26159,46008,75351,55051,73493,41.3,49.5%,91.00%,18.80%,11.70%,4.60%,2.50%,15.10%,4.40%,2.90%,1.10%,762,0.357340978,Yankeedom,607.7827715,Medium metro,Medium metro,Medium metro,26,TRUE,FALSE,,,,37287,38064,4728,4951,5345,5276,4196,8210,8826,11074,5507,5622,6814,3584,1218,68605,4057,1390,551,13,3496,8195,0.223539267,50855,2863,4085,17295,12424,4276,6427,3485,762,8840,3481,1858,11364,31709,Yankeedom,607.7827715,34161,35735,1574,2208,98,2110,818,1220000,Medium metro,Medium metro,Medium metro,26926,7575,12943,549,26,TRUE,FALSE
26161,61003,354092,264966,330098,33.4,49.4%,77.70%,36.90%,6.20%,11.50%,6.80%,8.60%,3.50%,1.60%,0.50%,1137,0.319679631,Yankeedom,705.9601463,Medium metro,Medium metro,Large fringe metro,26,TRUE,FALSE,,,,174855,179237,18711,19277,20051,31087,45348,49817,42215,45518,21801,19496,24135,11258,5378,275269,50693,4474,35029,730,4256,15474,0.41990666,219618,3988,8155,34562,42080,15224,55723,59886,1137,21787,40683,23994,30471,259217,Yankeedom,705.9601463,193246,200166,6920,5585,602,4983,1605,3169000,Medium metro,Medium metro,Large fringe metro,113196,25339,42603,2929,26,TRUE,FALSE
26163,41210,1778969,1299621,1713778,37.8,48.1%,55.20%,19.70%,12.20%,8.10%,3.70%,15.90%,6.60%,4.80%,1.30%,830,0.44323819,Yankeedom,612.015172,Large central metro,Large central metro,Large central metro,26,TRUE,FALSE,,,,855112,923857,115957,116231,123715,123445,129032,221937,226144,251041,125782,105976,131404,72937,35368,982179,721836,18479,62271,1676,35643,98692,0.550837462,1170589,55080,124111,354740,286893,92392,156452,100921,830,217185,143874,65191,283631,933073,Yankeedom,612.015172,728447,780046,51599,84892,5517,79375,23820,51496000,Large central metro,Large central metro,Large central metro,788507,183985,297283,5591,26,TRUE,FALSE
26165,41534,32751,24377,32591,41.7,50.1%,97.80%,18.70%,11.50%,1.20%,0.50%,16.30%,4.90%,3.60%,1.40%,737,0.373820647,Yankeedom,565.0021542,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",26,TRUE,FALSE,,,,16421,16330,2092,2152,2206,1924,1768,3849,3681,4761,2364,2353,3230,1625,746,32038,401,542,283,8,64,581,0.075872834,22609,675,1848,8778,5182,2335,2567,1224,737,3767,394,160,5332,17902,Yankeedom,565.0021542,13485,14178,693,1173,45,1128,459,640000,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",12243,6594,2015,293,26,TRUE,FALSE
27001,42252,15839,12804,15792,53.1,50.9%,97.30%,20.40%,6.70%,1.00%,0.30%,17.80%,4.40%,1.70%,0.70%,665,0.410631984,Yankeedom,1821.734642,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",27,FALSE,FALSE,,,,8064,7775,647,828,757,803,558,1226,1309,2248,1395,1444,2749,1436,439,15410,158,547,78,5,20,178,0.095902989,12246,301,852,4890,2964,1344,1322,573,665,1065,151,47,2823,6069,Yankeedom,1821.734642,6369,6665,296,268,20,248,112,134000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",6504,1725,1357,217,27,FALSE,FALSE
27003,70873,338764,247051,328250,37.9,50.1%,88.40%,26.90%,6.30%,7.20%,3.10%,9.70%,3.30%,1.30%,0.30%,1211,0.484605802,Yankeedom,422.9743773,Large fringe metro,Large fringe metro,Large fringe metro,27,FALSE,FALSE,,,,169586,169178,21540,22825,24713,22635,19613,44863,46330,54772,24023,19023,23688,10441,4298,299632,20995,5210,16919,428,6543,13252,0.259445053,227438,4998,10306,64501,56423,27895,45505,17810,1211,21334,24238,10514,32847,161467,Yankeedom,422.9743773,182769,188931,6162,4408,486,3922,1099,2564000,Large fringe metro,Large fringe metro,Large fringe metro,164167,49709,75535,757,27,FALSE,FALSE
27005,52038,33138,24317,32804,42.4,50.1%,91.20%,23.50%,10.40%,1.70%,1.00%,11.80%,3.20%,2.00%,0.80%,789,0.658579275,Yankeedom,1315.125095,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",27,FALSE,FALSE,,,,16601,16537,2119,2361,2283,2058,1643,3549,3487,4398,2491,2536,3492,1808,913,30235,340,3315,261,44,220,582,0.218689141,22674,628,1272,7587,5400,2717,3546,1524,789,3456,559,334,3914,21247,Yankeedom,1315.125095,17535,18110,575,661,55,606,263,337000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",21824,6732,7400,217,27,FALSE,FALSE
27007,44757,45434,32066,44954,33.3,50.1%,77.10%,23.80%,12.60%,1.90%,1.10%,11.90%,3.80%,2.90%,1.10%,731,0.417638773,Yankeedom,2504.693921,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",27,FALSE,FALSE,,,,22740,22694,3439,3125,3045,3759,4686,5538,4640,5253,2807,2800,3546,1881,915,35025,687,10469,474,78,138,869,0.391379646,27380,600,1990,7145,6816,3548,4777,2504,731,5737,872,480,5407,26054,Yankeedom,2504.693921,22733,23636,903,1303,75,1228,515,677000,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",18975,4471,7200,575,27,FALSE,FALSE
27009,52178,39221,28720,38737,35.4,49.7%,96.10%,22.90%,8.10%,2.40%,1.20%,12.90%,3.10%,1.00%,0.40%,891,0.4988909,Yankeedom,408.2965995,Small metro,Small metro,Small metro,27,FALSE,FALSE,,,,19500,19721,2786,2796,2636,2283,2549,6346,5010,5259,2546,1864,2645,1732,769,37677,1218,356,604,2,62,745,0.107931246,26171,834,1385,8404,6561,3360,3981,1646,891,3176,936,484,5056,22942,Yankeedom,408.2965995,21037,21718,681,411,23,388,142,220000,Small metro,Small metro,Small metro,19567,4570,10539,NA,27,FALSE,FALSE
27011,47794,5134,3988,5124,49.2,48.6%,99.40%,20.80%,5.80%,1.00%,0.20%,16.00%,3.30%,1.80%,0.70%,612,0.877678224,Yankeedom,499.0284652,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",27,FALSE,FALSE,,,,2496,2638,312,283,285,266,245,476,429,721,417,387,585,495,233,5103,18,46,31,0,6,57,0.038312706,3743,155,219,1586,715,417,500,151,612,300,53,10,819,2918,Yankeedom,499.0284652,2590,2678,88,93,19,74,34,43000,Noncore (nonmetropolitan),Noncore (nonmetropolitan),"Without a city of 10,00 or more (nonmetropolitan)",4506,1304,1408,NA,27,FALSE,FALSE
27013,50061,65125,48462,63742,30.1,50.3%,94.00%,24.80%,5.50%,3.70%,2.10%,9.30%,2.60%,1.50%,0.70%,840,0.579178503,Yankeedom,747.8268165,Small metro,Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",27,FALSE,FALSE,,,,32760,32365,3709,3589,3489,5876,10828,9040,6459,6907,3641,3455,4187,2566,1379,61200,2651,451,1846,25,337,1920,0.15087033,37634,642,1510,10567,8790,4356,8115,3654,840,3594,2436,1383,6051,49904,Yankeedom,747.8268165,38061,39086,1025,985,153,832,439,469000,Small metro,Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",37719,10650,13093,630,27,FALSE,FALSE
27015,52598,25391,19129,25170,43.5,49.7%,98.10%,21.50%,5.60%,1.70%,0.90%,10.30%,3.20%,1.10%,0.50%,695,0.91174038,Yankeedom,611.0682221,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",27,FALSE,FALSE,,,,12620,12771,1445,1560,1529,1728,1682,2733,2515,3580,1846,1776,2330,1709,958,24906,162,89,191,42,203,951,0.05279253,17447,746,900,6554,3787,1741,2671,1048,695,1420,430,221,2603,19187,Yankeedom,611.0682221,13944,14401,457,289,30,259,128,138000,Micropolitan (nonmetropolitan),Micropolitan (nonmetropolitan),"With a city of 10,000 or more (nonmetropolitan)",23150,6547,10778,NA,27,FALSE,FALSE
27017,53227,35443,26378,35349,41,51.5%,92.40%,23.10%,6.40%,0.90%,0.30%,11.20%,4.30%,1.60%,0.60%,856,0.451287984,Yankeedom,861.3248515,Medium metro,Medium metro,"With a city of 10,000 or more (nonmetropolitan)",27,FALSE,FALSE,,,,18256,17187,2015,2485,2389,2176,1926,4165,4445,5283,2558,2377,3030,1719,875,32737,759,2569,340,26,78,579,0.190484178,24452,432,985,8912,5946,2613,4103,1461,856,2276,327,94,3973,18210,Yankeedom,861.3248515,16238,16972,734,577,23,554,195,335000,Medium metro,Medium metro,"With a city of 10,000 or more (nonmetropolitan)",15995,4740,5632,127,27,FALSE,FALSE
27019,86323,95715,66044,93205,36.9,49.5%,95.40%,35.50%,4.30%,5.20%,2.60%,6.40%,2.90%,0.50%,0.10%,1440,0.402643264,Yankeedom,354.1902044,Large fringe metro,Large fringe metro,Large fringe metro,27,FALSE,FALSE,,,,47387,48328,6403,7889,8093,7286,4723,10863,13897,16296,6718,4389,5226,2673,1259,91339,1911,564,3350,87,856,3908,0.13155739,61321,1366,1595,13030,11361,6236,19613,8120,1440,4123,5005,2510,6135,54892,Yankeedom,354.1902044,53031,54642,1611,512,60,452,134,280000,Large fringe metro,Large fringe metro,Large fringe metro,38539,13244,14887,305,27,FALSE,FALSE
